"SIDNUM","SUBCLASSORSUPERORDER","ORDER","SUBORDERORSUPERFAMILY","FAMILY","SUBFAMILY","GENUS","SPECIES","MIN_AGE","MAX_AGE","now_accepted_name","now_accepted_rank","now_continent"
32995,"Eutheria","Carnivora","indet.","Herpestidae","indet.","Crossarchus","transvalensis",0.0117,5.333,"Crossarchus_transvalensis","species","Africa"
32996,"Eutheria","Carnivora","indet.","Herpestidae","indet.","Herpestes","mesotus",0.774,1.8,"Herpestes_mesotus","species","Africa"
34542,"Eutheria","Carnivora","Feliformia","Viverridae","indet.","Ugandictis","napakensis",15.97,20.44,"Ugandictis_napakensis","species","Africa"
29313,"Eutheria","Carnivora","Feliformia","Felidae","Machairodontinae","Homotherium","africanum",2.5,3.55,"Homotherium_africanum","species","Africa"
27697,"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Acinonyx","aicha",1.8,2.19,"Acinonyx_aicha","species","Africa"
29261,"Eutheria","Carnivora","Caniformia","Canidae","indet.","Nyctereutes","abdeslami",1.8,2.19,"Nyctereutes_abdeslami","species","Africa"
29262,"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Vulpes","rueppelii",0.129,2.19,"Vulpes_rueppelii","species","Africa"
29269,"Eutheria","Carnivora","indet.","Herpestidae","indet.","Herpestes","abdelalii",1.8,2.19,"Herpestes_abdelalii","species","Africa"
29270,"Eutheria","Carnivora","indet.","Herpestidae","indet.","Ichneumia","nims",1.8,2.19,"Ichneumia_nims","species","Africa"
29273,"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Chasmaporthetes","nitidula",1.8,2.19,"Chasmaporthetes_nitidula","species","Africa"
29274,"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Pliocrocuta","perrieri",1.8,2.19,"Pliocrocuta_perrieri","species","Africa"
29283,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Lutra","fatimazohrae",1.8,2.19,"Lutra_fatimazohrae","species","Africa"
29284,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Poecilictis","libyca",1.8,2.19,"Poecilictis_libyca","species","Africa"
32652,"Eutheria","Carnivora","Feliformia","Hyaenidae","Hyaeninae","Crocuta","dietrichi",1.78,5.333,"Crocuta_dietrichi","species","Africa"
84352,"Eutheria","Carnivora","Pinnipedia","Odobenidae","indet.","Ontocetus","emmonsi",0.0117,23.03,"Ontocetus_emmonsi","species","Africa | Europe | Americas"
29421,"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Hyaenictis","hendeyi",5.0763333333333,6.11,"Hyaenictis_hendeyi","species","Africa"
29622,"Eutheria","Carnivora","indet.","Ursidae","Ailuropodinae","Ailuropoda","melanoleuca",0.0109,1.9,"Ailuropoda_melanoleuca","species","Asia"
29710,"Eutheria","Carnivora","indet.","Ursidae","indet.","Ursus","angustidens",0.0117,1.978,"Ursus_angustidens","species","Asia"
29590,"Eutheria","Carnivora","indet.","Ursidae","Ailuropodinae","Ailuropoda","melanoleuca",0.0117,1.6594,"Ailuropoda_melanoleuca","species","Asia"
29591,"Eutheria","Carnivora","indet.","Ursidae","indet.","Ursus","thibetanus",0.0117,1.9,"Ursus_thibetanus","species","Asia"
29798,"Eutheria","Carnivora","Caniformia","Mustelidae","Melinae","Arctonyx","collaris",0.007,2.58,"Arctonyx_collaris","species","Asia"
30022,"Eutheria","Carnivora","Feliformia","Viverridae","Paradoxurinae","Paradoxurus","hermaphroditus",0,1.9,"Paradoxurus_hermaphroditus","species","Asia"
31302,"Eutheria","Carnivora","indet.","Ursidae","indet.","Helarctos","malayanus",0,1.9,"Helarctos_malayanus","species","Asia"
29608,"Eutheria","Carnivora","Feliformia","Viverridae","Viverrinae","Viverra","zibetha",0.047,1.29585,"Viverra_zibetha","species","Asia"
29616,"Eutheria","Carnivora","Feliformia","Viverridae","Paradoxurinae","Paguma","larvata",0.0102,1.9,"Paguma_larvata","species","Asia"
34110,"Eutheria","Carnivora","Feliformia","Felidae","indet.","Catopuma","temminckii",0.0117,1.9,"Catopuma_temminckii","species","Asia"
30135,"Eutheria","Carnivora","indet.","Ursidae","Ailuropodinae","Ailuropoda","melanoleuca",0.001,1.9,"Ailuropoda_melanoleuca","species","Asia"
29615,"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Cuon","javanicus",0.275,1.80951,"Cuon_javanicus","species","Asia"
29620,"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Neofelis","nebulosa",0.01,1.9,"Neofelis_nebulosa","species","Asia"
29700,"Eutheria","Carnivora","Caniformia","Mustelidae","Lutrinae","Siamogale","thailandica",13.183,13.363,"Siamogale_thailandica","species","Asia"
32505,"Eutheria","Carnivora","Caniformia","Amphicyonidae","indet.","Maemohcyon","potisati",13.183,13.363,"Maemohcyon_potisati","species","Asia"
29711,"Eutheria","Carnivora","Caniformia","Ailuridae","indet.","Ailurus","fulgens",0.047,0.774,"Ailurus_fulgens","species","Asia"
33576,"Eutheria","Carnivora","Feliformia","Felidae","Machairodontinae","Amphimachairodus","horribilis",5.3,8.9,"Amphimachairodus_horribilis","species","Asia"
29797,"Eutheria","Carnivora","Caniformia","Mustelidae","Melinae","Arctonyx","minor",0.94,1.2,"Arctonyx_minor","species","Asia"
29799,"Eutheria","Carnivora","indet.","Ursidae","Ailuropodinae","Ailuropoda","microta",0.774,2.58,"Ailuropoda_microta","species","Asia"
29800,"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Acinonyx","pleistocaenicus",0.94,2.4367,"Acinonyx_pleistocaenicus","species","Asia"
29816,"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Panthera","tigris",0.0117,1.2,"Panthera_tigris","species","Asia"
29819,"Eutheria","Carnivora","Feliformia","Viverridae","Viverrinae","Viverricula","malaccensis",0.94,1.2,"Viverricula_malaccensis","species","Asia"
33672,"Eutheria","Carnivora","Caniformia","Canidae","indet.","Xenocyon","dubius",0.94,2.581,"Xenocyon_dubius","species","Asia"
34609,"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Felis","teilhardi",0.0117,1.7,"Felis_teilhardi","species","Asia"
29826,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Martes","flavigula",0.774,1.376,"Martes_flavigula","species","Asia"
29827,"Eutheria","Carnivora","Caniformia","Mustelidae","Melinae","Arctonyx","collaris",0.0117,1.9,"Arctonyx_collaris","species","Asia"
29828,"Eutheria","Carnivora","Caniformia","Mustelidae","Melinae","Arctonyx","collaris",0.774,1.677,"Arctonyx_collaris","species","Asia"
29829,"Eutheria","Carnivora","Feliformia","Viverridae","Viverrinae","Viverra","zibetha",0.275,1.376,"Viverra_zibetha","species","Asia"
29830,"Eutheria","Carnivora","Feliformia","Hyaenidae","Hyaeninae","Crocuta","crocuta",0.043,1.376,"Crocuta_crocuta","species","Asia"
29839,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Meles","leucurus",0.0102,1.6594,"Meles_leucurus","species","Asia"
29855,"Eutheria","Carnivora","Feliformia","Felidae","Machairodontinae","Megantereon","lantianensis",1.5408,1.6594,"Megantereon_lantianensis","species","Asia"
35353,"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Panthera","pardus",0.0117,0.78,"Panthera_pardus","species","Asia"
29923,"Eutheria","Carnivora","Feliformia","Felidae","Machairodontinae","Homotherium","ultimus",0.559,1.376,"Homotherium_ultimus","species","Asia"
29934,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Mustela","altaica",0.033,2.58,"Mustela_altaica","species","Asia | Europe"
29935,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Mustela","constricta",0.559,0.774,"Mustela_constricta","species","Asia"
29815,"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Cuon","javanicus",0,1.9,"Cuon_javanicus","species","Asia"
30031,"Eutheria","Carnivora","Feliformia","Felidae","indet.","Metailurus","hengduanshanensis",1.15317,1.80951,"Metailurus_hengduanshanensis","species","Asia"
30032,"Eutheria","Carnivora","Feliformia","Felidae","Machairodontinae","Homotherium","hengduanshanensis",1.15317,1.80951,"Homotherium_hengduanshanensis","species","Asia"
30035,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Meles","chiai",0.774,2.58,"Meles_chiai","species","Asia"
30068,"Eutheria","Carnivora","indet.","Ursidae","Ailuropodinae","Ailuropoda","wulingshanensis",0.774,2.58,"Ailuropoda_wulingshanensis","species","Asia"
30163,"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Panthera","tigris",0.0508,1.80951,"Panthera_tigris","species","Asia"
33972,"Eutheria","Carnivora","Caniformia","Canidae","indet.","Mececyon","trinilensis",1.15317,1.80951,"Mececyon_trinilensis","species","Asia"
30171,"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Panthera","tigris",0.58243,2.58,"Panthera_tigris","species","Asia"
30172,"Eutheria","Carnivora","Caniformia","Mustelidae","Lutrinae","Lutrogale","palaeoleptonyx",0.58243,1.29585,"Lutrogale_palaeoleptonyx","species","Asia"
30217,"Eutheria","Carnivora","indet.","Stenoplesictidae","indet.","Stenoplesictis","simplex",33.9,41.266666666667,"Stenoplesictis_simplex","species","Asia"
30651,"Eutheria","Carnivora","Caniformia","Mustelidae","Leptarctinae","Leptarctus","neimenguensis",11.2,14.2,"Leptarctus_neimenguensis","species","Asia"
34055,"Eutheria","Carnivora","Caniformia","Mustelidae","Ischyrictini","Sthenictis","neimengguensis",12.85,14.2,"Sthenictis_neimengguensis","species","Asia"
30837,"Eutheria","Carnivora","indet.","Miacidae","indet.","Chailicyon","crassidens",41.266666666667,48.633333333333,"Chailicyon_crassidens","species","Asia"
84479,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Mustela","lutreola",0.478,0.781,"Mustela_lutreola","species","Europe"
31355,"Eutheria","Carnivora","indet.","Ursidae","indet.","Ursus","boeckhi",3.55,5.3,"Ursus_boeckhi","species","Europe"
31122,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Cyrnolutra","castiglionis",0.0117,1.9,"Cyrnolutra_castiglionis","species","Europe"
31193,"Eutheria","Carnivora","Pinnipedia","Phocidae","indet.","Devinophoca","claytoni",12.85,14.2,"Devinophoca_claytoni","species","Europe"
31303,"Eutheria","Carnivora","Feliformia","Viverridae","Viverrinae","Viverra","tangalunga",0,0.066,"Viverra_tangalunga","species","Asia"
25739,"Eutheria","Carnivora","indet.","Ursidae","indet.","Ursus","dolinensis",0.6,1.381,"Ursus_dolinensis","species","Europe"
86327,"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Canis","arnensis/mosbachensis",0.781,1.381,"Canis_arnensis/mosbachensis","species","Europe"
87021,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Martellictis","ardea",2.2,2.23,"Martellictis_ardea","species","Europe"
31463,"Eutheria","Carnivora","indet.","Ursidae","Ursinae","Agriotherium","inexpetans",5.3,7.2,"Agriotherium_inexpetans","species","Asia"
31501,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Proputorius","yaogouensis",5.3,7.2,"Proputorius_yaogouensis","species","Asia"
21734,"Eutheria","Carnivora","indet.","Percrocutidae","indet.","Dinocrocuta","macrodonta",7.2,11.63,"Dinocrocuta_macrodonta","species","Asia"
31589,"Eutheria","Carnivora","Feliformia","Felidae","Machairodontinae","Amphimachairodus","palanderi",5.3,11.2,"Amphimachairodus_palanderi","species","Asia"
31591,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Sinictis","dolicognathus",2.6,9.9,"Sinictis_dolicognathus","species","Asia"
31598,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Parataxidea","sinensis",2.6,8.9,"Parataxidea_sinensis","species","Asia"
31632,"Eutheria","Carnivora","indet.","Ursidae","Ursinae","Indarctos","atticus",5.3,7.14,"Indarctos_atticus","species","Asia"
31612,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Proputorius","minimus",6.9365,7.14,"Proputorius_minimus","species","Asia"
31613,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Lutra","aonychoides",5.3,8.9,"Lutra_aonychoides","species","Asia"
31614,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Melodon","majori",6.9365,9.9,"Melodon_majori","species","Asia"
31615,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Melodon","incertum",6.9365,7.14,"Melodon_incertum","species","Asia"
21682,"Eutheria","Carnivora","Feliformia","Viverridae","indet.","Semigenetta","huaiheensis",16.4,17.2,"Semigenetta_huaiheensis","species","Asia"
31634,"Eutheria","Carnivora","indet.","Mephitidae","indet.","Promephitis","maxima",2.6,5.3,"Promephitis_maxima","species","Asia"
32313,"Eutheria","Carnivora","Feliformia","Felidae","indet.","Pseudaelurus","guangheensis",12.5,15.2,"Pseudaelurus_guangheensis","species","Asia"
31677,"Eutheria","Carnivora","indet.","Ursidae","indet.","Ursus","yinanensis",1.9,3.55,"Ursus_yinanensis","species","Asia"
85934,"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Felis","peii",0.781,1.1,"Felis_peii","species","Asia"
23453,"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Eucyon","zhoui",2.6,5.3,"Eucyon_zhoui","species","Asia"
31704,"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Vulpes","beihaiensis",2.6,3.4,"Vulpes_beihaiensis","species","Asia"
34745,"Eutheria","Carnivora","Caniformia","Canidae","indet.","Nyctereutes","lockwoodi",3.26,3.6,"Nyctereutes_lockwoodi","species","Africa"
34033,"Eutheria","Carnivora","Caniformia","Amphicyonidae","indet.","Magericyon","anceps",8.9,9.9,"Magericyon_anceps","species","Europe"
85167,"Eutheria","Carnivora","Feliformia","Felidae","indet.","Styriofelis","vallesiensis",8.9,9.9,"Styriofelis_vallesiensis","species","Europe"
32006,"Eutheria","Carnivora","indet.","Mephitidae","indet.","Promephitis","parvus",7.6,9.9,"Promephitis_parvus","species","Asia"
32040,"Eutheria","Carnivora","Feliformia","Felidae","indet.","Pseudaelurus","minor",5.3,8.9,"Pseudaelurus_minor","species","Asia"
32279,"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Amphicyon","youngi",15.2,17,"Amphicyon_youngi","species","Asia"
32312,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Kinometaxia","Guangpui",18.056,19.722,"Kinometaxia_Guangpui","species","Asia"
32405,"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Amphicyon","palaeindicus",7.2,12.85,"Amphicyon_palaeindicus","species","Asia"
33231,"Eutheria","Carnivora","Feliformia","Viverridae","Viverrinae","Viverra","chinjiensis",11.63,13.82,"Viverra_chinjiensis","species","Asia"
25344,"Eutheria","Carnivora","indet.","Ursidae","indet.","Ursus","deningeri",0.0117,1.9,"Ursus_deningeri","species","Europe | Asia"
32630,"Eutheria","Carnivora","Caniformia","Ailuridae","indet.","Magerictis","imperialensis",14.2,16.4,"Magerictis_imperialensis","species","Europe"
32643,"Eutheria","Carnivora","Caniformia","Canidae","indet.","Nyctereutes","barryi",2.58,5.333,"Nyctereutes_barryi","species","Africa"
32715,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Matanomictis","maniyarensis",23.03,27.82,"Matanomictis_maniyarensis","species","Asia"
32944,"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Chasmaporthetes","nitidula",0.0117,5.333,"Chasmaporthetes_nitidula","species","Africa"
28282,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Aonyx","capensis",0.0117,2.5,"Aonyx_capensis","species","Africa"
32953,"Eutheria","Carnivora","Caniformia","Canidae","indet.","Prototocyon","recki",0.0117,1.9,"Prototocyon_recki","species","Africa"
33259,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Mellivora","sivalensis",0.0117,2.581,"Mellivora_sivalensis","species","Africa | Asia"
32957,"Eutheria","Carnivora","Feliformia","Viverridae","indet.","Genetta","tigrina",0.0117,1.9,"Genetta_tigrina","species","Africa"
33042,"Eutheria","Carnivora","Feliformia","Felidae","Machairodontinae","Homotherium","nestianus",0.0117,5.333,"Homotherium_nestianus","species","Africa"
33077,"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Canis","africanus",0.0117,1.9,"Canis_africanus","species","Africa"
33078,"Eutheria","Carnivora","indet.","Herpestidae","indet.","Herpestes","Palaeogracilis",0.0117,1.9,"Herpestes_Palaeogracilis","species","Africa"
33080,"Eutheria","Carnivora","indet.","Percrocutidae","indet.","Percrocuta","algeriensis",2.58,5.333,"Percrocuta_algeriensis","species","Africa"
33091,"Eutheria","Carnivora","Caniformia","Canidae","indet.","Lycaon","magnus",0.129,0.774,"Lycaon_magnus","species","Africa"
33092,"Eutheria","Carnivora","indet.","Ursidae","indet.","Ursus","bibersoni",0.0117,1.9,"Ursus_bibersoni","species","Africa"
86748,"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Lupulella","mohibi",0.129,0.774,"Lupulella_mohibi","species","Africa"
33102,"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Lynx","thomasi",0.0117,1.9,"Lynx_thomasi","species","Africa"
33253,"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Canis","pinjorensis",0.52066666666667,2.581,"Canis_pinjorensis","species","Asia"
33254,"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Canis","cautleyi",0.52066666666667,2.581,"Canis_cautleyi","species","Asia"
33255,"Eutheria","Carnivora","Caniformia","Canidae","indet.","Prototocyon","curvipalatus",0.52066666666667,2.581,"Prototocyon_curvipalatus","species","Asia"
33256,"Eutheria","Carnivora","indet.","Ursidae","Ursinae","Agriotherium","sivalensis",0.52066666666667,2.581,"Agriotherium_sivalensis","species","Asia"
33257,"Eutheria","Carnivora","indet.","Ursidae","indet.","Melursus","theobaldi",0.52066666666667,2.581,"Melursus_theobaldi","species","Asia"
33258,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Sinictis","lydekkeri",0.52066666666667,5.3,"Sinictis_lydekkeri","species","Asia"
33260,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Lutra","palaeindica",0.52066666666667,2.581,"Lutra_palaeindica","species","Asia"
33261,"Eutheria","Carnivora","Caniformia","Mustelidae","Lutrinae","Enhydriodon","sivalensis",0.52066666666667,2.581,"Enhydriodon_sivalensis","species","Asia"
33262,"Eutheria","Carnivora","Feliformia","Viverridae","Viverrinae","Viverra","bakerii",0.52066666666667,2.581,"Viverra_bakerii","species","Asia"
33263,"Eutheria","Carnivora","Feliformia","Viverridae","indet.","Vishnuictis","durandi",0.52066666666667,2.581,"Vishnuictis_durandi","species","Asia"
33264,"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Hyaenictis","bosei",0.52066666666667,2.581,"Hyaenictis_bosei","species","Asia"
33266,"Eutheria","Carnivora","Feliformia","Hyaenidae","Hyaeninae","Crocuta","colvini",0.52066666666667,2.581,"Crocuta_colvini","species","Asia"
33268,"Eutheria","Carnivora","Feliformia","Felidae","Machairodontinae","Megantereon","falconeri",0.52066666666667,2.581,"Megantereon_falconeri","species","Asia"
33269,"Eutheria","Carnivora","Feliformia","Felidae","Machairodontinae","Machairodus","palaeindicu",0.52066666666667,2.581,"Machairodus_palaeindicu","species","Asia"
33270,"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Felis","subhimalayana",0.52066666666667,2.581,"Felis_subhimalayana","species","Asia"
33272,"Eutheria","Carnivora","Feliformia","Felidae","indet.","Sivapanthera","potens",0.52066666666667,2.581,"Sivapanthera_potens","species","Asia"
33273,"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Acinonyx","brachygnathus",0.52066666666667,2.581,"Acinonyx_brachygnathus","species","Asia"
33371,"Eutheria","Carnivora","indet.","Ursidae","indet.","Ursus","namadicus",0.0117,1.9,"Ursus_namadicus","species","Asia"
33372,"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Cuon","alpinus",0.0117,1.9,"Cuon_alpinus","species","Asia"
33585,"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Lynx","variabilis",2.58,3.4977,"Lynx_variabilis","species","Asia"
33597,"Eutheria","Carnivora","Feliformia","Hyaenidae","Hyaeninae","Crocuta","honanensis",1.778,2.581,"Crocuta_honanensis","species","Asia"
33598,"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Panthera","palaeosinensis",1.778,2.581,"Panthera_palaeosinensis","species","Asia"
33599,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Meles","teilhardi",1.778,2.581,"Meles_teilhardi","species","Asia"
33603,"Eutheria","Carnivora","Feliformia","Felidae","indet.","Sivapanthera","linxiaensis",1.778,2.581,"Sivapanthera_linxiaensis","species","Asia"
33668,"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Canis","teilhardi",1.778,2.581,"Canis_teilhardi","species","Asia"
33669,"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Canis","longdanensis",1.9,2.5,"Canis_longdanensis","species","Asia"
33680,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Eirictis","robusta",1.778,2.5,"Eirictis_robusta","species","Asia"
33667,"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Canis","palmidens",1.778,2.4367,"Canis_palmidens","species","Asia"
33681,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Lutra","licenti",1.778,2.4367,"Lutra_licenti","species","Asia"
33746,"Eutheria","Carnivora","indet.","Barbourofelidae","indet.","Sansanosmilus","vallesiensis",9.9,11.2,"Sansanosmilus_vallesiensis","species","Europe"
33757,"Eutheria","Carnivora","Feliformia","Hyaenidae","Hyaeninae","Crocuta","eldarica",7.1,9.88,"Crocuta_eldarica","species","Asia"
33423,"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Cuon","priscus",0.29707,0.781,"Cuon_priscus","species","Europe"
33960,"Eutheria","Carnivora","indet.","Ursidae","Hemicyoninae","Cephalogale","meschethense",23.03,27.82,"Cephalogale_meschethense","species","Asia"
33977,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Aonyx","cinerea",0,0.0117,"Aonyx_cinerea","species","Asia"
34143,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Amblonyx","cinereus",0,1.9,"Amblonyx_cinereus","species","Asia"
82388,"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Ictitherium","kurteni",5.3,7.2,"Ictitherium_kurteni","species","Asia"
86461,"Eutheria","Carnivora","Feliformia","Felidae","Machairodontinae","Yoshi","garevskii",5.3,11.2,"Yoshi_garevskii","species","Europe"
34083,"Eutheria","Carnivora","indet.","Herpestidae","indet.","Atilax","mesotes",1.8893333333333,2.128,"Atilax_mesotes","species","Africa"
82234,"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Felis","nigripes",1.8893333333333,2.128,"Felis_nigripes","species","Africa"
30019,"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Cuon","simplicidens",0.4515,0.774,"Cuon_simplicidens","species","Asia"
30023,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Martes","sinensis",0.4515,0.774,"Martes_sinensis","species","Asia"
34094,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Parameles","simplicidens",0.4515,0.774,"Parameles_simplicidens","species","Asia"
34098,"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Neofelis","nebulosa",0.0117,1.9,"Neofelis_nebulosa","species","Asia"
34109,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Lutra","perspicillata",0.0117,1.9,"Lutra_perspicillata","species","Asia"
34151,"Eutheria","Carnivora","Feliformia","Viverridae","indet.","Arctictis","binturong",0.0117,1.9,"Arctictis_binturong","species","Asia"
34152,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Lutra","sumatrana",0.0117,1.9,"Lutra_sumatrana","species","Asia"
34153,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Melogale","orientalis",0.0117,1.9,"Melogale_orientalis","species","Asia"
34154,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Mustela","nudipes",0.0117,1.9,"Mustela_nudipes","species","Asia"
34117,"Eutheria","Carnivora","Caniformia","Amphicyonidae","indet.","Bonisicyon","illacabo",5.3,7.1,"Bonisicyon_illacabo","species","Africa"
34121,"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Eucyon","marinae",2.58,5.333,"Eucyon_marinae","species","Asia"
34126,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Lutra","robusta",0.0117,1.9,"Lutra_robusta","species","Asia"
29482,"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Felis","issiodorensis",0.0117,1.9,"Felis_issiodorensis","species","Asia"
29882,"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Canis","cyonoides",0.0117,1.9,"Canis_cyonoides","species","Asia"
34237,"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Felis","micotis",0.0117,1.9,"Felis_micotis","species","Asia"
86098,"Eutheria","Carnivora","Caniformia","Amphicyonidae","indet.","Ammitocyon","kainos",8.9,9.9,"Ammitocyon_kainos","species","Europe"
86452,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Circamustela","peignei",8.9,9.9,"Circamustela_peignei","species","Europe"
34373,"Eutheria","Carnivora","Musteloidea","Procyonidae","indet.","Broiliana","dehmi",17.2,19.5,"Broiliana_dehmi","species","Europe"
25432,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Mustela","praenivalis",1.9,2.5,"Mustela_praenivalis","species","Europe"
35256,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Algarolutra","majori",0.0117,1.9,"Algarolutra_majori","species","Europe"
35257,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Megalenhydris","barbaricina",0.0117,1.9,"Megalenhydris_barbaricina","species","Europe"
35258,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Sardolutra","ichnusae",0.0117,1.9,"Sardolutra_ichnusae","species","Europe"
34499,"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Protictitherium","aegaeum",7.6,8.9,"Protictitherium_aegaeum","species","Asia"
34500,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Promeles","smyrnensis",7.6,8.9,"Promeles_smyrnensis","species","Asia"
34523,"Eutheria","Carnivora","indet.","indet.","indet.","Chaprongictis","phetchaburiensis",23.03,33.9,"Chaprongictis_phetchaburiensis","species","Asia"
34651,"Eutheria","Carnivora","indet.","Eupleridae","Euplerinae","Cryptoprocta","ferox",0,0.0117,"Cryptoprocta_ferox","species","Africa"
34652,"Eutheria","Carnivora","indet.","Eupleridae","Galidiinae","Galidia","elegans",0,0.0117,"Galidia_elegans","species","Africa"
34653,"Eutheria","Carnivora","indet.","Eupleridae","Galidiinae","Galidictis","grandidieri",0,0.0117,"Galidictis_grandidieri","species","Africa"
34654,"Eutheria","Carnivora","indet.","Eupleridae","Galidiinae","Mungotictis","decemlineata",0,0.0117,"Mungotictis_decemlineata","species","Africa"
34683,"Eutheria","Carnivora","indet.","Eupleridae","Euplerinae","Fossa","fossana",0,0.0117,"Fossa_fossana","species","Africa"
34684,"Eutheria","Carnivora","indet.","Eupleridae","Euplerinae","Cryptoprocta","spelea",0,0.0117,"Cryptoprocta_spelea","species","Africa"
85148,"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Canis","primaevus",1.6,1.83,"Canis_primaevus","species","Africa"
34790,"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Canis","dirus",0.014,1.1,"Canis_dirus","species","Americas"
85103,"Eutheria","Carnivora","indet.","Ursidae","indet.","Arctotherium","wingei",0.014,3.1306,"Arctotherium_wingei","species","Americas"
85104,"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Puma","concolor",0.014,1.1,"Puma_concolor","species","Americas"
